"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-01","0.02","0.4","0.0",,"32","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-02","0.04","0.4","0.8",,"11","-1"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-03","0.13","2.2","0.8",,"13","1"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-04","0.03","1.3","2.8",,"19","8"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-05","0.04","0.7","3.5",,"25","9"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-06","0.00","0.0","3.5",,"27","13"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-07","0.06","0.6","2.8",,"27","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-08","0.01","0.1","3.1",,"18","12"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-09","0.00","0.0","3.1",,"16","4"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-10","0.00","0.0","3.1",,"27","0"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-11","0.00","0.0","2.8",,"24","17"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-12","0.00","0.0","3.1",,"26","16"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-13","0.00","0.0","3.1",,"34","16"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-14","0.00","0.0","3.1",,"40","14"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-15","0.00","0.0","1.6",,"39","35"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-16","0.00","0.0","0.8",,"36","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-17","0.00","0.0","0.0",,"37","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-18","0.00","0.0","0.0",,"35","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-19","0.02","0.2","0.0",,"37","23"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-20","0.00","0.0","0.0",,"29","21"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-21","0.00","0.0","0.0",,"32","15"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-22","0.00","0.0","0.0",,"38","23"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-23","0.00","0.0","0.0",,"35","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-24","0.58","0.0","0.0",,"42","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-25","0.13","0.0","0.0",,"44","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-26","0.01","0.1","0.0",,"34","31"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-27","0.00","0.0","0.0",,"28","24"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-28","0.01","0.2","0.0",,"26","15"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-29","0.00","0.0","0.0",,"14","1"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-30","0.00","0.0","0.0",,"18","-4"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-01-31","0.00","0.0","0.0",,"24","7"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-01","0.00","0.0","0.0",,"27","12"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-02","0.08","0.7","0.0",,"31","10"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-03","0.00","0.0","2.0",,"34","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-04","0.00","0.0","0.8",,"32","9"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-05","0.00","0.0","0.4",,"32","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-06","0.00","0.0","0.0",,"22","9"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-07","0.00","0.0","0.0",,"28","9"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-08","0.00","0.0","0.0",,"31","11"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-09","0.13","2.1","0.0",,"25","15"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-10","0.06","0.5","2.0",,"27","18"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-11","0.00","0.0","2.0",,"31","15"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-12","0.00","0.0","1.6",,"31","9"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-13","0.01","0.3","0.8",,"29","11"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-14","0.00","0.0","1.2",,"30","22"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-15","0.00","0.0","0.0",,"29","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-16","0.00","0.0","1.2",,"36","24"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-17","0.08","0.6","1.2",,"33","24"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-18","0.00","0.0","2.0",,"34","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-19","0.00","0.0","1.6",,"38","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-20","0.00","0.0","1.2",,"40","24"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-21","0.00","0.0","0.0",,"39","21"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-22","0.35","2.5","0.0",,"33","21"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-23","0.02","0.2","2.0",,"36","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-24","0.02","0.2","2.0",,"34","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-25","0.31","2.8","2.4",,"22","19"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-26","0.18","1.7","4.3",,"34","17"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-27","0.16","1.2","5.5",,"37","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-02-28","0.00","0.0","4.7",,"40","31"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-01","0.00","0.0","3.1",,"38","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-02","0.00","0.0","2.4",,"42","26"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-03","0.00","0.0","2.4",,"41","26"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-04","0.00","0.0","2.0",,"38","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-05","0.00","0.0","1.6",,"43","23"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-06","0.00","0.0","0.0",,"48","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-07","0.00","0.0","0.0",,"53","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-08","0.00","0.0","0.0",,"57","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-09","0.00","0.0","0.0",,"58","26"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-10","0.00","0.0","0.0",,"48","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-11","0.00","0.0","0.0",,"54","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-12","0.50","0.0","0.0",,"45","42"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-13","0.95","0.0","0.0",,"43","41"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-14","0.04","0.0","0.0",,"42","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-15","0.01","0.0","0.0",,"56","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-16","0.00","0.0","0.0",,"63","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-17","0.00","0.0","0.0",,"64","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-18","0.00","0.0","0.0",,"65","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-19","0.00","0.0","0.0",,"70","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-20","0.00","0.0","0.0",,"39","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-21","0.00","0.0","0.0",,"42","29"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-22","0.33","0.0","0.0",,"47","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-23","0.20","0.0","0.0",,"42","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-24","0.00","0.0","0.0",,"59","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-25","0.00","0.0","0.0",,"47","29"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-26","0.00","0.0","0.0",,"34","18"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-27","0.00","0.0","0.0",,"41","16"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-28","0.33","0.0","0.0",,"46","31"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-29","0.00","0.0","0.0",,"48","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-30","0.00","0.0","0.0",,"54","26"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-03-31","0.00","0.0","0.0",,"62","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-01","0.00","0.0","0.0",,"72","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-02","0.00","0.0","0.0",,"79","42"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-03","0.00","0.0","0.0",,"76","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-04","0.02","0.0","0.0",,"65","44"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-05","0.17","0.0","0.0",,"74","45"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-06","0.06","0.0","0.0",,"54","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-07","0.66","0.0","0.0",,"63","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-08","0.28","0.0","0.0",,"52","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-09","0.00","0.0","0.0",,"39","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-10","0.00","0.0","0.0",,"55","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-11","0.00","0.0","0.0",,"63","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-12","0.00","0.0","0.0",,"56","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-13","0.00","0.0","0.0",,"61","38"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-14","0.00","0.0","0.0",,"63","31"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-15","0.02","0.0","0.0",,"70","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-16","0.00","0.0","0.0",,"69","43"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-17","0.04","0.0","0.0",,"45","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-18","0.00","0.0","0.0",,"58","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-19","0.00","0.0","0.0",,"63","38"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-20","0.00","0.0","0.0",,"67","38"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-21","0.03","0.0","0.0",,"67","35"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-22","0.00","0.0","0.0",,"54","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-23","0.00","0.0","0.0",,"61","31"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-24","0.00","0.0","0.0",,"64","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-25","0.00","0.0","0.0",,"54","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-26","0.00","0.0","0.0",,"68","47"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-27","0.00","0.0","0.0",,"51","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-28","0.00","0.0","0.0",,"56","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-29","0.00","0.0","0.0",,"69","38"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-04-30","0.00","0.0","0.0",,"74","50"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-01","0.09","0.0","0.0",,"73","52"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-02","0.09","0.0","0.0",,"77","57"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-03","0.00","0.0","0.0",,"76","58"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-04","0.02","0.0","0.0",,"70","56"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-05","0.18","0.0","0.0",,"81","48"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-06","0.00","0.0","0.0",,"58","53"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-07","1.21","0.0","0.0",,"58","41"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-08","0.16","0.0","0.0",,"54","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-09","0.00","0.0","0.0",,"51","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-10","0.00","0.0","0.0",,"57","32"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-11","0.12","0.0","0.0",,"51","32"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-12","0.01","0.0","0.0",,"56","42"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-13","0.35","0.0","0.0",,"53","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-14","0.00","0.0","0.0",,"70","45"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-15","0.00","0.0","0.0",,"59","44"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-16","0.00","0.0","0.0",,"69","41"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-17","0.00","0.0","0.0",,"68","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-18","0.00","0.0","0.0",,"72","51"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-19","0.00","0.0","0.0",,"78","43"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-20","0.00","0.0","0.0",,"86","48"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-21","0.00","0.0","0.0",,"72","50"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-22","0.02","0.0","0.0",,"72","60"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-23","0.00","0.0","0.0",,"81","57"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-24","0.00","0.0","0.0",,"83","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-25","0.00","0.0","0.0",,"86","56"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-26","0.00","0.0","0.0",,"89","62"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-27","0.00","0.0","0.0",,"88","64"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-28","0.00","0.0","0.0",,"82","62"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-29","0.00","0.0","0.0",,"81","60"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-30","0.00","0.0","0.0",,"86","53"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-05-31","0.26","0.0","0.0",,"87","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-01","0.00","0.0","0.0",,"82","64"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-02","1.30","0.0","0.0",,"81","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-03","0.25","0.0","0.0",,"70","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-04","0.13","0.0","0.0",,"76","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-05","0.79","0.0","0.0",,"77","62"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-06","0.02","0.0","0.0",,"69","52"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-07","0.00","0.0","0.0",,"66","51"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-08","0.02","0.0","0.0",,"69","47"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-09","0.28","0.0","0.0",,"59","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-10","0.00","0.0","0.0",,"69","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-11","0.07","0.0","0.0",,"76","53"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-12","0.23","0.0","0.0",,"65","59"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-13","0.00","0.0","0.0",,"75","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-14","0.00","0.0","0.0",,"78","59"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-15","0.17","0.0","0.0",,"75","52"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-16","0.57","0.0","0.0",,"79","57"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-17","0.00","0.0","0.0",,"77","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-18","0.00","0.0","0.0",,"80","52"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-19","0.06","0.0","0.0",,"86","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-20","0.00","0.0","0.0",,"81","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-21","0.00","0.0","0.0",,"81","60"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-22","0.68","0.0","0.0",,"77","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-23","1.01","0.0","0.0",,"85","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-24","0.02","0.0","0.0",,"77","66"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-25","0.00","0.0","0.0",,"79","58"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-26","0.48","0.0","0.0",,"72","59"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-27","1.63","0.0","0.0",,"76","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-28","0.00","0.0","0.0",,"85","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-29","0.00","0.0","0.0",,"69","57"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-06-30","0.00","0.0","0.0",,"68","48"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-01","0.00","0.0","0.0",,"71","50"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-02","0.00","0.0","0.0",,"78","47"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-03","0.00","0.0","0.0",,"87","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-04","0.00","0.0","0.0",,"90","59"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-05","0.00","0.0","0.0",,"94","67"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-06","0.00","0.0","0.0",,"92","67"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-07","0.00","0.0","0.0",,"93","70"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-08","0.13","0.0","0.0",,"93","72"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-09","0.61","0.0","0.0",,"76","71"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-10","0.00","0.0","0.0",,"82","65"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-11","0.35","0.0","0.0",,"84","56"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-12","0.01","0.0","0.0",,"80","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-13","0.00","0.0","0.0",,"83","65"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-14","0.00","0.0","0.0",,"81","68"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-15","0.02","0.0","0.0",,"85","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-16","0.00","0.0","0.0",,"86","72"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-17","0.01","0.0","0.0",,"89","73"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-18","0.16","0.0","0.0",,"83","62"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-19","0.00","0.0","0.0",,"83","66"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-20","0.00","0.0","0.0",,"85","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-21","0.00","0.0","0.0",,"87","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-22","1.76","0.0","0.0",,"84","65"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-23","0.02","0.0","0.0",,"89","62"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-24","0.82","0.0","0.0",,"82","73"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-25","0.00","0.0","0.0",,"80","66"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-26","0.00","0.0","0.0",,"85","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-27","0.00","0.0","0.0",,"85","58"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-28","0.06","0.0","0.0",,"87","65"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-29","0.00","0.0","0.0",,"77","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-30","0.00","0.0","0.0",,"75","58"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-07-31","0.00","0.0","0.0",,"78","53"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-01","0.00","0.0","0.0",,"79","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-02","0.01","0.0","0.0",,"82","59"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-03","0.00","0.0","0.0",,"90","67"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-04","0.00","0.0","0.0",,"90","71"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-05","0.00","0.0","0.0",,"87","65"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-06","0.00","0.0","0.0",,"74","60"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-07","0.05","0.0","0.0",,"76","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-08","0.05","0.0","0.0",,"81","60"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-09","0.20","0.0","0.0",,"82","66"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-10","0.00","0.0","0.0",,"87","66"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-11","0.00","0.0","0.0",,"85","67"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-12","0.00","0.0","0.0",,"81","71"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-13","0.00","0.0","0.0",,"83","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-14","0.00","0.0","0.0",,"82","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-15","0.77","0.0","0.0",,"86","73"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-16","0.00","0.0","0.0",,"81","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-17","0.00","0.0","0.0",,"81","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-18","0.00","0.0","0.0",,"76","57"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-19","0.08","0.0","0.0",,"81","56"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-20","0.00","0.0","0.0",,"74","52"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-21","1.38","0.0","0.0",,"75","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-22","0.20","0.0","0.0",,"72","66"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-23","0.00","0.0","0.0",,"69","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-24","0.00","0.0","0.0",,"74","59"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-25","0.02","0.0","0.0",,"78","56"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-26","0.00","0.0","0.0",,"72","56"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-27","0.00","0.0","0.0",,"76","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-28","0.00","0.0","0.0",,"86","53"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-29","0.00","0.0","0.0",,"88","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-30","0.00","0.0","0.0",,"95","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-08-31","0.00","0.0","0.0",,"91","65"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-01","0.00","0.0","0.0",,"90","66"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-02","0.91","0.0","0.0",,"85","72"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-03","0.47","0.0","0.0",,"78","69"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-04","0.02","0.0","0.0",,"64","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-05","0.00","0.0","0.0",,"66","50"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-06","0.09","0.0","0.0",,"71","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-07","0.00","0.0","0.0",,"86","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-08","0.01","0.0","0.0",,"65","58"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-09","0.01","0.0","0.0",,"62","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-10","0.00","0.0","0.0",,"71","53"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-11","0.28","0.0","0.0",,"70","45"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-12","0.02","0.0","0.0",,"71","57"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-13","0.00","0.0","0.0",,"74","50"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-14","0.00","0.0","0.0",,"69","49"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-15","0.00","0.0","0.0",,"64","48"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-16","0.91","0.0","0.0",,"64","48"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-17","0.00","0.0","0.0",,"64","48"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-18","0.01","0.0","0.0",,"70","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-19","0.00","0.0","0.0",,"66","44"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-20","0.00","0.0","0.0",,"67","40"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-21","0.42","0.0","0.0",,"81","44"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-22","0.00","0.0","0.0",,"73","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-23","0.00","0.0","0.0",,"68","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-24","0.02","0.0","0.0",,"87","58"
"CA00615S001","TORONTO NORTH YORK, ON CA","2010-09-25","0.00","0.0","0.0",,"64","54"
