"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-08","0.00","0.0","0.0","66","74","57"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-09","0.00","0.0","0.0","66","79","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-10","2.18","0.0","0.0","65","76","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-11","0.00","0.0","0.0","71","78","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-12","0.00","0.0","0.0","68","73","62"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-13","0.06","0.0","0.0","65","80","50"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-14","0.00","0.0","0.0","75","81","69"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-15","0.00","0.0","0.0","76","87","64"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-16","0.00","0.0","0.0","75","87","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-17","0.00","0.0","0.0","79","90","67"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-18","0.02","0.0","0.0","75","81","69"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-19","0.08","0.0","0.0","75","84","66"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-20","0.46","0.0","0.0","74","79","69"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-21","0.00","0.0","0.0","66","72","60"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-22","0.00","0.0","0.0","64","77","51"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-23","0.04","0.0","0.0","65","77","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-24","0.01","0.0","0.0","69","74","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-25","0.00","0.0","0.0","63","70","57"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-26","0.00","0.0","0.0","64","69","59"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-27","0.00","0.0","0.0","63","69","56"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-28","0.00","0.0","0.0","62","75","49"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-29","0.00","0.0","0.0","66","77","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-30","0.00","0.0","0.0","72","81","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-08-31","0.00","0.0","0.0","75","85","64"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-01","0.00","0.0","0.0","74","85","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-02","0.00","0.0","0.0","77","90","64"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-03","0.00","0.0","0.0","78","87","70"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-04","0.00","0.0","0.0","74","82","66"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-05","0.00","0.0","0.0","75","88","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-06","0.00","0.0","0.0","77","89","65"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-07","0.02","0.0","0.0","83","95","71"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-08","0.18","0.0","0.0","79","86","72"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-09","0.01","0.0","0.0","72","76","69"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-10","0.00","0.0","0.0","63","76","50"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-11","0.46","0.0","0.0","63","74","53"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-12","0.37","0.0","0.0","57","61","53"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-13","0.08","0.0","0.0","56","61","51"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-14","0.00","0.0","0.0","62","74","49"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-15","0.00","0.0","0.0","66","82","50"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-16","0.00","0.0","0.0","69","83","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-17","0.00","0.0","0.0","69","83","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-18","0.05","0.0","0.0","69","80","57"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-19","1.14","0.0","0.0","69","76","63"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-20","0.00","0.0","0.0","57","67","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-21","0.00","0.0","0.0","58","68","47"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-22","0.00","0.0","0.0","60","74","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-23","0.00","0.0","0.0","65","78","52"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-24","0.00","0.0","0.0","65","74","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-25","0.00","0.0","0.0","63","72","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-26","0.00","0.0","0.0","59","69","48"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-27","0.01","0.0","0.0","62","72","51"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-28","0.00","0.0","0.0","66","71","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-29","0.28","0.0","0.0","66","72","61"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-09-30","0.00","0.0","0.0","57","63","51"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-01","0.00","0.0","0.0","50","60","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-02","0.00","0.0","0.0","47","54","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-03","0.05","0.0","0.0","47","53","42"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-04","0.01","0.0","0.0","52","59","45"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-05","0.00","0.0","0.0","53","58","48"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-06","0.00","0.0","0.0","57","61","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-07","0.00","0.0","0.0","60","70","50"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-08","0.80","0.0","0.0","51","59","42"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-09","0.00","0.0","0.0","54","61","48"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-10","0.00","0.0","0.0","48","61","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-11","0.00","0.0","0.0","61","74","48"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-12","0.02","0.0","0.0","60","72","49"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-13","0.00","0.0","0.0","57","59","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-14","0.00","0.0","0.0","51","56","45"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-15","0.11","0.0","0.0","51","64","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-16","0.08","0.0","0.0","47","54","41"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-17","0.00","0.0","0.0","36","43","29"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-18","0.00","0.0","0.0","35","44","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-19","0.02","0.0","0.0","42","60","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-20","0.02","0.0","0.0","59","64","54"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-21","0.11","0.0","0.0","54","60","47"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-22","0.00","0.0","0.0","54","62","47"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-23","0.00","0.0","0.0","42","53","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-24","0.44","0.0","0.0","50","63","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-25","0.01","0.0","0.0","50","57","43"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-26","0.00","0.0","0.0","42","51","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-27","0.75","0.0","0.0","42","52","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-28","0.98","0.0","0.0","51","59","43"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-29","0.00","0.0","0.0","46","49","43"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-30","0.00","0.0","0.0","44","50","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-10-31","0.21","0.0","0.0","41","53","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-01","0.00","0.0","0.0","53","59","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-02","0.00","0.0","0.0","47","60","35"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-03","0.00","0.0","0.0","56","69","44"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-04","0.00","0.0","0.0","55","67","44"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-05","0.06","0.0","0.0","58","71","45"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-06","0.00","0.0","0.0","60","65","55"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-07","0.00","0.0","0.0","49","54","44"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-08","0.00","0.0","0.0","42","51","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-09","0.00","0.0","0.0","41","54","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-10","0.70","0.0","0.0","41","50","31"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-11","0.12","0.0","0.0","51","54","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-12","0.01","0.0","0.0","45","54","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-13","0.00","0.0","0.0","44","46","42"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-14","0.00","0.0","0.0","37","42","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-15","0.00","0.0","0.0","45","61","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-16","0.00","0.0","0.0","44","54","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-17","0.00","0.0","0.0","43","54","32"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-18","0.14","0.0","0.0","50","59","41"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-19","0.00","0.0","0.0","56","61","51"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-20","0.00","0.0","0.0","39","44","35"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-21","0.18","0.0","0.0","35","43","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-22","0.00","0.0","0.0","35","38","31"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-23","0.02","0.3","0.0","28","37","19"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-24","0.00","0.0","0.4","36","42","29"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-25","0.00","0.0","0.0","37","51","23"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-26","0.02","0.0","0.0","46","60","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-27","0.06","0.0","0.0","48","55","40"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-28","0.00","0.0","0.0","33","36","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-29","0.00","0.0","0.0","29","38","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-11-30","0.00","0.0","0.0","35","41","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-01","0.06","0.0","0.0","39","47","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-02","0.00","0.0","0.0","40","46","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-03","0.00","0.0","0.0","39","44","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-04","0.00","0.0","0.0","40","42","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-05","0.00","0.0","0.0","40","46","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-06","0.00","0.0","0.0","34","40","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-07","0.00","0.0","0.0","34","42","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-08","0.00","0.0","0.0","40","43","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-09","0.00","0.0","0.0","42","52","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-10","0.00","0.0","0.0","43","53","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-11","0.00","0.0","0.0","52","57","46"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-12","0.00","0.0","0.0","39","48","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-13","0.04","0.0","0.0","44","48","40"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-14","0.24","0.0","0.0","48","56","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-15","0.03","0.0","0.0","44","48","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-16","0.03","0.0","0.0","39","45","32"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-17","0.00","0.0","0.0","43","49","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-18","0.00","0.0","0.0","35","37","32"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-19","0.00","0.0","0.0","27","29","26"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-20","0.01","0.0","0.0","34","44","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-21","0.28","0.0","0.0","42","49","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-22","0.01","0.0","0.0","49","56","42"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-23","0.02","0.0","0.0","47","60","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-24","0.00","0.0","0.0","53","55","50"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-25","0.00","0.0","0.0","44","50","38"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-26","0.16","0.0","0.0","35","42","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-27","0.02","0.0","0.0","37","40","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-28","1.23","3.3","0.0","28","37","19"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-29","0.07","0.0","2.4","28","38","18"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-30","0.00","0.0","1.6","36","38","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2015-12-31","0.00","0.0","1.2","36","38","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-01","0.03","0.8","1.2","30","35","26"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-02","0.00","0.0","1.6","29","34","24"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-03","0.00","0.0","0.4","30","35","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-04","0.00","0.0","0.4","9","13","4"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-05","0.00","0.0","0.4","15","27","2"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-06","0.00","0.0","0.4","29","36","21"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-07","0.00","0.0","0.0","29","39","18"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-08","0.24","0.0","0.0","32","41","23"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-09","0.49","0.0","0.0","40","46","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-10","0.39","0.1","0.0","37","45","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-11","0.16","3.5","0.0","24","33","16"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-12","0.01","1.0","3.5","21","29","13"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-13","0.02","0.2","3.5","17","21","13"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-14","0.01","0.2","3.1","23","31","15"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-15","0.13","0.0","2.8","32","39","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-16","0.00","0.0","0.8","31","36","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-17","0.01","0.1","0.8","26","31","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-18","0.01","0.1","0.8","15","19","10"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-19","0.00","0.0","0.8","15","27","4"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-20","0.00","0.0","0.4","24","26","22"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-21","0.00","0.0","0.0","22","27","18"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-22","0.00","0.0","0.0","20","29","10"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-23","0.00","0.0","0.0","20","27","12"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-24","0.00","0.0","0.0","23","34","12"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-25","0.01","0.0","0.0","35","43","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-26","0.03","0.4","0.0","37","44","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-27","0.00","0.0","0.4","29","34","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-28","0.06","1.7","0.0","31","35","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-29","0.00","0.0","1.6","22","28","16"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-30","0.00","0.0","0.8","28","41","15"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-01-31","0.14","0.0","0.0","40","51","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-01","0.00","0.0","0.0","43","52","35"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-02","0.27","0.0","0.0","36","45","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-03","0.00","0.0","0.0","46","61","31"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-04","0.00","0.0","0.0","35","38","32"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-05","0.00","0.0","0.0","30","35","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-06","0.00","0.0","0.0","34","39","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-07","0.00","0.0","0.0","34","42","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-08","0.04","0.3","0.0","34","38","29"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-09","0.08","0.6","0.4","30","34","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-10","0.00","0.1","0.4","24","27","21"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-11","0.00","0.0","0.4","9","18","0"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-12","0.02","0.2","0.4","17","25","9"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-13","0.00","0.0","1.2","-8","0","-16"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-14","0.00","0.0","1.2","4","21","-14"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-15","0.21","1.8","0.8","18","30","5"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-16","0.06","1.9","2.8","28","32","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-17","0.00","0.0","4.3","27","31","23"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-18","0.00","0.0","3.9","15","31","-1"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-19","0.05","0.0","3.5","29","47","10"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-20","0.00","0.0","0.0","46","54","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-21","0.00","0.0","0.0","38","42","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-22","0.00","0.0","0.0","28","35","22"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-23","0.07","0.5","0.0","27","36","19"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-24","0.94","0.7","0.4","31","36","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-25","0.03","0.3","0.4","30","33","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-26","0.00","0.0","0.4","19","27","11"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-27","0.00","0.0","0.0","30","40","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-28","0.00","0.0","0.0","45","57","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-02-29","0.02","0.2","0.0","34","42","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-01","0.50","4.7","0.4","16","18","14"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-02","0.00","0.0","5.5","18","24","11"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-03","0.04","1.7","4.7","19","26","12"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-04","0.00","0.0","5.5","24","33","15"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-05","0.01","0.0","4.7","26","35","17"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-06","0.00","0.0","3.9","28","45","11"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-07","0.00","0.0","2.8","41","51","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-08","0.00","0.0","0.0","47","58","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-09","0.06","0.0","0.0","51","66","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-10","0.11","0.0","0.0","49","52","45"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-11","0.00","0.0","0.0","42","49","34"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-12","0.00","0.0","0.0","45","64","26"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-13","0.43","0.0","0.0","42","48","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-14","0.28","0.0","0.0","42","46","38"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-15","0.00","0.0","0.0","46","49","43"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-16","0.13","0.0","0.0","47","55","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-17","0.06","0.0","0.0","41","49","32"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-18","0.00","0.0","0.0","39","42","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-19","0.00","0.0","0.0","30","39","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-20","0.00","0.0","0.0","30","40","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-21","0.00","0.0","0.0","31","39","24"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-22","0.06","0.0","0.0","33","43","22"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-23","0.00","0.0","0.0","37","40","35"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-24","0.01","0.0",,"29","31","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-25","0.00","0.0",,"31","34","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-26","0.00","0.0","0.4","33","46","20"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-27","0.00","0.0","0.0","42","57","27"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-28","0.09","0.0",,"45","50","40"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-29","0.00","0.0","0.0","37","45","29"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-30","0.35","0.0","0.0","39","54","24"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-03-31","0.56","0.0","0.0","50","58","41"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-01","0.00","0.0","0.0","46","49","44"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-02","0.01","0.2","0.0","35","40","29"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-03","0.43","4.2","0.0","23","29","18"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-04","0.00","0.0","4.3","25","30","19"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-05","0.05","0.6","2.8","22","35","10"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-06","0.32","0.5","1.2","35","45","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-07","0.01","0.2","0.0","38","44","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-08","0.00","0.0","0.0","31","40","23"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-09","0.00","0.0","0.0","27","32","21"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-10","0.30","0.8","0.0","29","42","16"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-11","0.07","0.0","0.0","41","53","28"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-12","0.00","0.0","0.0","36","44","29"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-13","0.00","0.0","0.0","34","45","23"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-14","0.00","0.0","0.0","37","50","25"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-15","0.00","0.0",,"53","58","47"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-16","0.00","0.0","0.0","52","66","37"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-17","0.00","0.0","0.0","54","72","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-18","0.00","0.0","0.0","58","76","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-19","0.00","0.0","0.0","53","63","43"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-20","0.00","0.0","0.0","48","63","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-21","0.13","0.0","0.0","52","64","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-22","0.00","0.0","0.0","59","65","52"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-23","0.00","0.0","0.0","46","56","36"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-24","0.02","0.0","0.0","44","56","32"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-25","0.60","0.0","0.0","44","48","40"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-26","0.01","0.0","0.0","39","44","35"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-27","0.00","0.0","0.0","43","55","30"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-28","0.00","0.0","0.0","38","47","29"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-29","0.00","0.0","0.0","48","56","39"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-04-30","0.14","0.0","0.0","46","60","33"
"CA00615S001","TORONTO NORTH YORK, ON CA","2016-05-01","0.16","0.0","0.0","47","50","44"
