"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-08-26","0.00","0.0","0.0",,"83","62",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-08-27","1.19","0.0","0.0",,"77","65",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-08-28","0.00","0.0","0.0",,"77","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-08-29","0.00","0.0","0.0",,"76","50",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-08-30","0.00","0.0","0.0",,"85","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-08-31","0.00","0.0","0.0",,"89","64",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-01","0.00","0.0","0.0",,"82","60",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-02","0.00","0.0","0.0",,"80","59",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-03","0.00","0.0","0.0",,"82","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-04","4.13","0.0","0.0",,"75","62",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-05","0.00","0.0","0.0",,"80","60",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-06","0.00","0.0","0.0",,"82","59",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-07","0.04","0.0","0.0",,"77","56",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-08","1.39","0.0","0.0",,"68","54",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-09","0.00","0.0","0.0",,"68","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-10","0.00","0.0","0.0",,"69","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-11","0.00","0.0","0.0",,"77","45",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-12","0.00","0.0","0.0",,"80","52",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-13","0.00","0.0","0.0",,"83","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-14","0.36","0.0","0.0",,"67","51",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-15","0.00","0.0","0.0",,"66","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-16","0.00","0.0","0.0",,"71","43",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-17","0.00","0.0","0.0",,"75","51",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-18","0.68","0.0","0.0",,"67","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-19","0.00","0.0","0.0",,"61","42",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-20","0.01","0.0","0.0",,"64","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-21","0.04","0.0","0.0",,"68","50",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-22","0.45","0.0","0.0",,"63","47",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-23","0.00","0.0","0.0",,"58","42",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-24","0.00","0.0","0.0",,"61","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-25","0.00","0.0","0.0",,"70","54",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-26","0.00","0.0","0.0",,"62","43",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-27","0.00","0.0","0.0",,"63","40",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-28","0.00","0.0","0.0",,"67","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-29","0.01","0.0","0.0",,"65","44",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-09-30","0.00","0.0","0.0",,"62","47",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-01","0.00","0.0","0.0",,"68","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-02","0.00","0.0","0.0",,"68","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-03","0.02","0.0","0.0",,"64","59",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-04","0.00","0.0","0.0",,"74","56",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-05","0.17","0.0","0.0",,"65","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-06","0.04","0.0","0.0",,"53","39",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-07","0.01","0.0","0.0",,"48","33",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-08","0.00","0.0","0.0",,"54","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-09","0.00","0.0","0.0",,"57","35",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-10","0.09","0.0","0.0",,"53","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-11","0.02","0.0","0.0",,"54","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-12","0.00","0.0","0.0",,"48","29",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-13","0.24","0.0","0.0",,"49","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-14","0.14","0.0","0.0",,"68","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-15","0.02","0.0","0.0",,"63","42",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-16","0.03","0.0","0.0",,"54","36",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-17","0.09","0.0","0.0",,"61","35",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-18","0.42","0.0","0.0",,"65","47",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-19","0.11","0.0","0.0",,"58","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-20","0.09","0.0","0.0",,"53","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-21","0.00","0.0","0.0",,"61","39",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-22","0.00","0.0","0.0",,"67","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-23","0.51","0.0","0.0",,"52","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-24","0.02","0.0","0.0",,"53","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-25","0.00","0.0","0.0",,"73","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-26","0.07","0.0","0.0",,"64","45",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-27","0.82","0.0","0.0",,"46","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-28","0.45","0.0","0.0",,"42","39",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-29","0.42","0.0","0.0",,"42","39",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-30","0.31","0.0","0.0",,"57","42",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-10-31","0.28","0.0","0.0",,"45","42",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-01","0.09","0.0","0.0",,"45","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-02","0.02","0.0","0.0",,"40","35",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-03","0.00","0.0","0.0",,"41","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-04","0.00","0.0","0.0",,"37","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-05","0.00","0.0","0.0",,"37","27",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-06","0.00","0.0","0.0",,"36","24",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-07","0.00","0.0","0.0",,"43","25",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-08","0.00","0.0","0.0",,"44","24",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-09","0.14","0.0","0.0",,"50","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-10","0.14","0.0","0.0",,"46","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-11","0.00","0.0","0.0",,"62","40",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-12","0.31","0.0","0.0",,"66","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-13","0.00","0.0","0.0",,"41","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-14","0.00","0.0","0.0",,"44","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-15","0.00","0.0","0.0",,"43","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-16","0.00","0.0","0.0",,"51","25",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-17","0.00","0.0","0.0",,"50","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-18","0.00","0.0","0.0",,"49","29",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-19","0.00","0.0","0.0",,"50","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-20","0.00","0.0","0.0",,"50","33",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-21","0.00","0.0","0.0",,"50","35",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-22","0.00","0.0","0.0",,"56","33",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-23","0.04","0.0","0.0",,"53","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-24","0.00","0.0","0.0",,"36","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-25","0.02","0.2","0.0",,"37","29",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-26","0.00","0.0","0.0",,"37","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-27","0.00","0.0","0.0",,"37","25",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-28","0.00","0.0","0.0",,"38","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-29","0.00","0.0","0.0",,"45","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-11-30","0.00","0.0","0.0",,"30","20",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-01","0.00","0.0","0.0",,"38","22",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-02","0.27","0.0","0.0",,"53","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-03","0.00","0.0","0.0",,"47","42",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-04","0.13","0.0","0.0",,"60","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-05","0.00","0.0","0.0",,"42","19",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-06","0.00","0.0","0.0",,"34","18",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-07","0.06","0.0",,,"42","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-08","0.13","0.0",,,"41","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-09","0.07","0.0","0.0",,"34","24",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-10","0.15","0.0","0.0",,"41","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-11","0.00","0.0","0.0",,"32","20",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-12","0.00","0.0","0.0",,"40","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-13","0.00","0.0","0.0",,"43","22",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-14","0.00","0.0","0.0",,"45","27",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-15","0.01","0.0","0.0",,"32","24",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-16","0.35","0.0","0.0",,"45","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-17","0.00","0.0","0.0",,"46","39",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-18","0.01","0.0","0.0",,"45","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-19","0.00","0.0","0.0",,"42","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-20","0.49","0.2","0.0",,"39","25",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-21","0.24","1.1","0.0",,"41","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-22","0.08","0.8","1.2",,"32","25",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-23","0.00","0.0","0.8",,"36","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-24","0.00","0.0","0.4",,"32","25",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-25","0.02","0.2","0.4",,"34","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-26","0.14","1.6","0.0",,"29","18",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-27","0.28","3.4","3.5",,"24","14",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-28","0.00","0.0","4.7",,"26","15",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-29","0.16","1.8","3.9",,"26","16",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-30","0.00","0.0","5.5",,"29","16",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2012-12-31","0.00","0.0","4.7",,"33","23",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-01","0.00","0.0","3.5",,"28","10",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-02","0.02","0.4","3.5",,"26","16",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-03","0.06","1.1","4.7",,"30","13",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-04","0.00","0.0","4.7",,"33","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-05","0.02","0.2","3.9",,"36","30",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-06","0.02","0.2","3.5",,"37","23",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-07","0.00","0.0","2.0",,"32","18",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-08","0.00","0.0","1.6",,"36","22",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-09","0.00","0.0","0.8",,"43","19",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-10","0.00","0.0","0.0",,"43","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-11","0.35","0.0","0.0",,"45","36",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-12","0.00","0.0","0.0",,"56","40",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-13","1.15","0.0","0.0",,"55","39",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-14","0.09","0.0","0.0",,"39","25",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-15","0.00","0.0","0.0",,"33","23",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-16","0.00","0.0","0.0",,"38","24",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-17","0.04","0.6","0.0",,"34","10",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-18","0.02","0.2","0.4",,"32","6",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-19","0.02","0.0","0.4",,"44","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-20","0.04","0.2","0.0",,"43","15",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-21","0.02","0.3","0.4",,"21","9",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-22","0.01","0.1","0.0",,"10","-1",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-23","0.00","0.0","0.0",,"15","-5",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-24","0.00","0.0","0.0",,"10","2",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-25","0.09","1.2","0.0",,"17","3",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-26","0.00","0.0","1.2",,"26","5",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-27","0.00","0.0","0.0",,"28","5",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-28","0.27","2.9","2.0",,"36","27",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-29","0.17","0.0","0.8",,"37","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-30","0.13","0.0","0.4",,"56","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-01-31","0.18","1.7","0.0",,"44","17",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-01","0.00","0.0","1.6",,"19","11",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-02","0.02","0.2","1.2",,"21","7",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-03","0.00","0.0","1.2",,"23","4",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-04","0.01","0.1","0.8",,"20","9",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-05","0.00","0.0","0.8",,"25","8",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-06","0.02","0.2","1.2",,"26","11",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-07","0.31","3.6","0.8",,"21","13",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-08","1.31","14.2","5.9",,"18","13",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-09","0.00","0.0","14.6",,"27","4",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-10","0.01","0.0","13.8",,"32","-3",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-11","0.24","0.3","10.6",,"44","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-12","0.00","0.0","6.7",,"36","30",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-13","0.00","0.0","6.7",,"33","16",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-14","0.09","0.9","6.7",,"35","15",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-15","0.00","0.1","6.3",,"35","16",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-16","0.10","1.4","5.9",,"24","8",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-17","0.00","0.0","7.1",,"13","-2",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-18","0.00","0.0","7.1",,"32","-6",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-19","0.34","0.8","6.7",,"39","23",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-20","0.04","0.5","7.1",,"24","12",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-21","0.00","0.0","6.7",,"24","5",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-22","0.12","1.3","6.7",,"33","10",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-23","0.01","0.0","6.7",,"36","27",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-24","0.05","0.6","6.3",,"34","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-25","0.00","0.0","5.9",,"36","30",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-26","0.34","3.5","5.1",,"40","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-27","0.57","5.8","9.1",,"34","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-02-28","0.11","1.1","12.6",,"37","29",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-01","0.00","0.0","12.2",,"29","18",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-02","0.00","0.0","11.8",,"26","15",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-03","0.02","0.2","11.8",,"24","15",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-04","0.00","0.0","11.8",,"29","16",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-05","0.00","0.0","11.4",,"32","13",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-06","0.00","0.0","11.0",,"40","24",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-07","0.07","0.7","10.6",,"41","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-08","0.00","0.0","9.8",,"42","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-09","0.00","0.0","8.3",,"45","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-10","0.00","0.0","6.7",,"54","35",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-11","0.31","0.0","5.1",,"49","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-12","0.00","0.0","2.8",,"42","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-13","0.03","0.3","1.2",,"36","17",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-14","0.00","0.0","1.2",,"32","16",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-15","0.00","0.0","0.8",,"40","24",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-16","0.01","0.1","0.8",,"27","19",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-17","0.00","0.0","0.8",,"29","14",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-18","0.17","1.1","0.8",,"33","13",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-19","0.06","0.7","1.2",,"35","23",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-20","0.02","0.2","2.0",,"32","19",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-21","0.04","0.5","2.0",,"32","17",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-22","0.00","0.0","2.0",,"37","23",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-23","0.00","0.0","1.2",,"39","27",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-24","0.00","0.0","0.4",,"38","22",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-25","0.00","0.0","0.0",,"43","30",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-26","0.00","0.0","0.0",,"48","35",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-27","0.01","0.1","0.0",,"43","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-28","0.00","0.0","0.0",,"45","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-29","0.00","0.0","0.0",,"52","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-30","0.00","0.0","0.0",,"53","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-03-31","0.10","0.0","0.0",,"53","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-01","0.00","0.1","0.0",,"42","23",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-02","0.01","0.1","0.0",,"35","21",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-03","0.00","0.0","0.0",,"38","22",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-04","0.00","0.0","0.0",,"50","23",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-05","0.00","0.0","0.0",,"42","25",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-06","0.00","0.0","0.0",,"42","20",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-07","0.00","0.0","0.0",,"61","36",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-08","0.39","0.0","0.0",,"49","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-09","0.56","0.0","0.0",,"57","40",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-10","0.53","0.0","0.0",,"44","36",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-11","0.24","2.4","0.0",,"38","29",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-12","0.73","0.0","0.4",,"42","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-13","0.06","0.0","0.0",,"44","36",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-14","0.00","0.0","0.0",,"46","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-15","0.00","0.0","0.0",,"56","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-16","0.01","0.0","0.0",,"58","36",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-17","0.08","0.0","0.0",,"57","33",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-18","0.28","0.0","0.0",,"74","42",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-19","0.13","0.0","0.0",,"65","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-20","0.05","0.5","0.0",,"41","27",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-21","0.00","0.0","0.0",,"44","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-22","0.00","0.0","0.0",,"54","29",,
