"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-23","0.00","0.0","0.0",,"53","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-24","0.49","0.0","0.0",,"55","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-25","0.04","0.0","0.0",,"52","30",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-26","0.00","0.0","0.0",,"56","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-27","0.00","0.0","0.0",,"65","39",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-28","0.20","0.0","0.0",,"68","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-29","0.13","0.0","0.0",,"55","47",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-04-30","0.00","0.0","0.0",,"70","51",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-01","0.00","0.0","0.0",,"72","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-02","0.00","0.0","0.0",,"72","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-03","0.00","0.0","0.0",,"72","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-04","0.00","0.0","0.0",,"70","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-05","0.00","0.0","0.0",,"75","45",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-06","0.00","0.0","0.0",,"74","45",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-07","0.00","0.0","0.0",,"76","44",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-08","0.00","0.0","0.0",,"73","54",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-09","0.06","0.0","0.0",,"78","55",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-10","0.50","0.0","0.0",,"59","47",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-11","0.02","0.0","0.0",,"58","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-12","0.08","0.0","0.0",,"47","36",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-13","0.00","0.0","0.0",,"54","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-14","0.00","0.0","0.0",,"54","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-15","0.09","0.0","0.0",,"76","43",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-16","0.00","0.0","0.0",,"73","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-17","0.00","0.0","0.0",,"65","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-18","0.00","0.0","0.0",,"69","43",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-19","0.00","0.0","0.0",,"74","55",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-20","0.30","0.0","0.0",,"82","56",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-21","0.72","0.0","0.0",,"75","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-22","0.09","0.0","0.0",,"81","57",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-23","0.07","0.0","0.0",,"73","39",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-24","0.01","0.0","0.0",,"53","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-25","0.00","0.0","0.0",,"58","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-26","0.00","0.0","0.0",,"61","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-27","0.00","0.0","0.0",,"73","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-28","0.54","0.0","0.0",,"57","50",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-29","0.68","0.0","0.0",,"81","56",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-30","0.01","0.0","0.0",,"86","62",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-05-31","0.04","0.0","0.0",,"86","63",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-01","0.04","0.0","0.0",,"79","64",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-02","0.32","0.0","0.0",,"75","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-03","0.00","0.0","0.0",,"65","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-04","0.00","0.0","0.0",,"68","45",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-05","0.00","0.0","0.0",,"65","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-06","0.34","0.0","0.0",,"60","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-07","0.00","0.0","0.0",,"61","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-08","0.00","0.0","0.0",,"70","52",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-09","0.00","0.0","0.0",,"75","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-10","1.20","0.0","0.0",,"64","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-11","0.31","0.0","0.0",,"73","60",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-12","0.00","0.0","0.0",,"75","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-13","1.07","0.0","0.0",,"74","59",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-14","0.00","0.0","0.0",,"73","55",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-15","0.00","0.0","0.0",,"78","47",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-16","0.35","0.0","0.0",,"79","60",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-17","0.00","0.0","0.0",,"75","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-18","0.20","0.0","0.0",,"71","54",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-19","0.00","0.0","0.0",,"69","47",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-20","0.00","0.0","0.0",,"74","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-21","0.00","0.0","0.0",,"81","52",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-22","0.31","0.0","0.0",,"79","59",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-23","0.00","0.0","0.0",,"92","64",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-24","0.00","0.0","0.0",,"91","72",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-25","0.26","0.0","0.0",,"84","70",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-26","0.00","0.0","0.0",,"88","67",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-27","0.00","0.0","0.0",,"76","63",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-28","2.16","0.0","0.0",,"68","62",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-29","0.00","0.0","0.0",,"76","59",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-06-30","0.00","0.0","0.0",,"78","59",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-01","0.00","0.0","0.0",,"75","61",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-02","0.00","0.0","0.0",,"77","60",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-03","0.01","0.0","0.0",,"84","61",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-04","0.09","0.0","0.0",,"81","69",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-05","0.42","0.0","0.0",,"76","67",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-06","0.00","0.0","0.0",,"84","64",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-07","0.31","0.0","0.0",,"82","70",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-08","0.78","0.0","0.0",,"83","67",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-09","0.00","0.0","0.0",,"76","68",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-10","0.01","0.0","0.0",,"88","62",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-11","0.00","0.0","0.0",,"78","60",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-12","0.00","0.0","0.0",,"77","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-13","0.00","0.0","0.0",,"81","57",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-14","0.00","0.0","0.0",,"87","62",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-15","0.00","0.0","0.0",,"92","67",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-16","0.00","0.0","0.0",,"93","70",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-17","0.00","0.0","0.0",,"96","72",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-18","0.00","0.0","0.0",,"93","74",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-19","0.39","0.0","0.0",,"96","68",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-20","0.00","0.0","0.0",,"85","63",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-21","0.00","0.0","0.0",,"74","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-22","0.00","0.0","0.0",,"75","57",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-23","0.27","0.0","0.0",,"83","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-24","0.00","0.0","0.0",,"71","55",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-25","0.00","0.0","0.0",,"74","54",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-26","0.00","0.0","0.0",,"74","52",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-27","1.04","0.0","0.0",,"72","56",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-28","0.00","0.0","0.0",,"73","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-29","0.26","0.0","0.0",,"70","55",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-30","0.00","0.0","0.0",,"76","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-07-31","0.46","0.0","0.0",,"75","54",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-01","1.23","0.0","0.0",,"79","60",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-02","0.13","0.0","0.0",,"78","55",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-03","0.00","0.0","0.0",,"77","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-04","0.00","0.0","0.0",,"71","52",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-05","0.00","0.0","0.0",,"74","50",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-06","0.00","0.0","0.0",,"75","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-07","0.54","0.0","0.0",,"80","61",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-08","0.00","0.0","0.0",,"80","66",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-09","0.00","0.0","0.0",,"80","63",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-10","0.00","0.0","0.0",,"73","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-11","0.00","0.0","0.0",,"74","50",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-12","0.00","0.0","0.0",,"75","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-13","0.00","0.0","0.0",,"70","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-14","0.00","0.0","0.0",,"71","54",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-15","0.00","0.0","0.0",,"75","51",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-16","0.00","0.0","0.0",,"79","50",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-17","0.00","0.0","0.0",,"80","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-18","0.00","0.0","0.0",,"80","54",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-19","0.00","0.0","0.0",,"85","56",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-20","0.00","0.0","0.0",,"86","62",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-21","0.00","0.0","0.0",,"88","65",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-22","0.01","0.0","0.0",,"82","61",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-23","0.00","0.0","0.0",,"76","59",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-24","0.00","0.0","0.0",,"77","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-25","0.10","0.0","0.0",,"81","53",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-26","1.01","0.0","0.0",,"77","65",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-27","0.71","0.0","0.0",,"83","63",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-28","0.00","0.0","0.0",,"84","68",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-29","0.00","0.0","0.0",,"88","66",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-30","0.14","0.0","0.0",,"86","65",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-08-31","0.01","0.0","0.0",,"76","67",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-01","0.03","0.0","0.0",,"78","64",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-02","0.17","0.0","0.0",,"76","59",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-03","0.00","0.0","0.0",,"71","56",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-04","0.00","0.0","0.0",,"78","51",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-05","0.00","0.0","0.0",,"63","44",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-06","0.00","0.0","0.0",,"71","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-07","0.68","0.0","0.0",,"68","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-08","0.00","0.0","0.0",,"67","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-09","0.00","0.0","0.0",,"69","47",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-10","0.00","0.0","0.0",,"95","61",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-11","0.28","0.0","0.0",,"91","68",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-12","0.04","0.0","0.0",,"75","57",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-13","0.01","0.0","0.0",,"57","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-14","0.00","0.0","0.0",,"65","40",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-15","0.07","0.0","0.0",,"67","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-16","0.00","0.0","0.0",,"56","39",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-17","0.00","0.0","0.0",,"61","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-18","0.00","0.0","0.0",,"71","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-19","0.00","0.0","0.0",,"72","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-20","0.69","0.0","0.0",,"74","60",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-21","0.95","0.0","0.0",,"68","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-22","0.00","0.0","0.0",,"55","45",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-23","0.00","0.0","0.0",,"61","42",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-24","0.00","0.0","0.0",,"66","40",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-25","0.00","0.0","0.0",,"71","44",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-26","0.00","0.0","0.0",,"74","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-27","0.00","0.0","0.0",,"69","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-28","0.00","0.0","0.0",,"67","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-29","0.04","0.0","0.0",,"70","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-09-30","0.16","0.0","0.0",,"67","56",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-01","0.00","0.0","0.0",,"74","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-02","0.00","0.0","0.0",,"77","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-03","0.00","0.0","0.0",,"71","44",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-04","0.17","0.0","0.0",,"61","58",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-05","0.01","0.0","0.0",,"63","55",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-06","0.06","0.0","0.0",,"66","54",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-07","0.31","0.0","0.0",,"66","48",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-08","0.00","0.0","0.0",,"64","43",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-09","0.00","0.0","0.0",,"65","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-10","0.00","0.0","0.0",,"68","42",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-11","0.00","0.0","0.0",,"70","40",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-12","0.00","0.0","0.0",,"68","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-13","0.56","0.0","0.0",,"60","51",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-14","0.00","0.0","0.0",,"63","43",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-15","0.00","0.0","0.0",,"62","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-16","0.33","0.0","0.0",,"68","51",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-17","0.41","0.0","0.0",,"62","49",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-18","0.01","0.0","0.0",,"58","41",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-19","0.34","0.0","0.0",,"51","40",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-20","0.00","0.0","0.0",,"56","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-21","0.46","0.0","0.0",,"60","44",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-22","0.00","0.0","0.0",,"47","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-23","0.00","0.0","0.0",,"48","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-24","0.02","0.0","0.0",,"48","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-25","0.00","0.0","0.0",,"50","34",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-26","0.54","0.0","0.0",,"44","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-27","0.00","0.0","0.0",,"47","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-28","0.00","0.0","0.0",,"46","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-29","0.01","0.0","0.0",,"45","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-30","0.01","0.0","0.0",,"53","37",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-10-31","0.79","0.0","0.0",,"62","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-01","0.17","0.0","0.0",,"60","45",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-02","0.11","0.0","0.0",,"47","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-03","0.00","0.0","0.0",,"40","24",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-04","0.00","0.0","0.0",,"42","22",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-05","0.00","0.0","0.0",,"55","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-06","0.23","0.0","0.0",,"58","45",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-07","0.04","0.0","0.0",,"45","36",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-08","0.00","0.0","0.0",,"43","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-09","0.02","0.0","0.0",,"49","35",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-10","0.02","0.0","0.0",,"45","36",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-11","0.04","0.0","0.0",,"43","25",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-12","0.00","0.0","0.0",,"31","22",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-13","0.00","0.0","0.0",,"38","20",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-14","0.00","0.0","0.0",,"50","32",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-15","0.00","0.0","0.0",,"54","38",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-16","0.00","0.0","0.0",,"54","33",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-17","0.55","0.0","0.0",,"59","46",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-18","0.02","0.0","0.0",,"54","35",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-19","0.00","0.0","0.0",,"36","21",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-20","0.00","0.0","0.0",,"36","20",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-21","0.08","0.0","0.0",,"43","30",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-22","0.24","0.0","0.0",,"47","26",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-23","0.06","1.0","0.0",,"33","9",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-24","0.00","0.0","1.2",,"21","7",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-25","0.01","0.1","0.8",,"35","17",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-26","0.09","0.9","0.4",,"34","30",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-27","0.06","0.7","1.6",,"32","17",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-28","0.00","0.0","1.6",,"27","15",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-29","0.00","0.0","1.2",,"31","10",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-11-30","0.00","0.0","1.2",,"35","13",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-01","0.06","0.0","0.8",,"37","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-02","0.00","0.0","0.0",,"35","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-03","0.00","0.0","0.0",,"39","22",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-04","0.04","0.0","0.0",,"39","31",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-05","0.00","0.0","0.0",,"60","36",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-06","0.00","0.0","0.0",,"36","28",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-07","0.00","0.0","0.0",,"30","20",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-08","0.00","0.0","0.0",,"29","18",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-09","0.14","1.4","1.2",,"34","24",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-10","0.00","0.0","0.8",,"25","16",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-11","0.00","0.0","0.0",,"24","11",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-12","0.00","0.0","0.0",,"20","8",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-13","0.02","0.3","0.0",,"21","5",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-14","0.35","3.9","0.4",,"11","3",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-15","0.09","1.7","5.9",,"22","6",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-16","0.00","0.0","5.9",,"17","-4",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-17","0.18","2.9","6.7",,"23","-2",,
"CA00615HMAK","TORONTO BUTTONVILLE A, ON CA","2013-12-18","0.02","0.4","8.7",,"31","20",,
